serial_fssai,ins_no,e_number,name_english,name_hindi,functional_class,harm_level_1to4,harm_severity,color_code,harm_reason,revant_concern,fssai_permitted,source
277,441,E441,Superglycerinated hydrogenated,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
278,442,E442,Acid,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
279,443,E443,Brominated vegetable oil,,"Emulsifier, stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
280,444,E444,Sucrose acetate isobutyrate,,"Emulsifier, stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
281,445,E445,Glycerol esters of wood resin,,"Emulsifier, stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
282,446,E446,Succistearin,,"Emulsifier, acidity regulator, texturizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
283,450,E450,Diphosphates,,"Agent, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
284,450(i),E450(i),Disodium diphosphate,,"Agent, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
285,450(ii),E450(ii),Trisodium diphosphate,,"Agent, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
288,450(v),E450(v),Tetrapotassium diphosphate,,"Agent, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
292,451,E451,Triphosphates,,"Texturizer, Sequestrant, acidity regulator",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
293,451(i),E451(i),Pentasodium,,"Texturizer, Sequestrant, acidity regulator",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
294,451(ii),E451(ii),Pentapotassium triphosphate,,"Texturizer, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
295,452,E452,Polyphosphates,,,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
296,452(i),E452(i),Sodium polyphosphate,,"Agent, acidity regulator, texturizer",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
297,452(ii),E452(ii),Potassium Polyphosphate,,"Agent, Emulsifier, Stabilizer, acidity",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
300,452(v),E452(v),Ammonium polyphosphates,,Agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
301,458,E458,Gamma Cyclodextrin,,"Stabilizer, binder",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
302,459,E459,Beta-cyclodextrin,,"Stabilizer, binder, Emulsifier, dispersing agent",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
303,460,E460,Cellulose,,"anticaking agent, texturizer, Emulsifier, dispersing agent",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
304,460(i),E460(i),Microcystalline cellulose,,,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
305,460(ii),E460(ii),Powdered cellulose,,"anticaking agent, Thickener, Emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
306,461,E461,Methyl cellulose,,Stabilizer,1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
307,462,E462,Ethyl cellulose,,"Binder, filler, Thickener, Emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
308,463,E463,Hydroxypropyl cellulose,,"Stabilizer, Thickener, Emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
309,464,E464,Hydroxypropyl methyl cellulose,,"Stabilizer, Thickener antifoaming agent",1,LOW,GREEN,Generally from natural sources; considered safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
310,465,E465,Methyl ethyl cellulose,,"Emulsifier, stabilizer, Thickener, Emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
311,466,E466,Sodium carboxymethyl cellulose,,"Stabilizer, Thickener, Emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
312,467,E467,Ethyl hydroxyethyl cellulose,,Stabilizer,1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
313,468,E468,Croscaramellose,,"Stabilizer, binder",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
315,469,E469,470,,enzymatically hydrolysed,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
318,471,E471,472a,,472b,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
323,472g,E472g,Succinylated monoglycerides,,"Sequestrant, Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
324,473,E473,Sucrose esters of fatty acids,,"Sequestrant, Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
325,474,E474,Sucroglycerides,,"Sequestrant, Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
329,475,E475,476,,477,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
331,480,E480,Dioctyl sodium sulphosuccinate,,"Emulsifier, wetting agent",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
332,481,E481,Sodium lactylate,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
333,481(i),E481(i),Sodium stearoyl lactylates,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
334,481(ii),E481(ii),Sodium oleyl lactylate,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
335,482,E482,Calcium lactylates,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
336,482(i),E482(i),Calcium stearoyl lactylate,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
337,482(ii),E482(ii),Calcium oleyl lactylates,,"Emulsifier, Stabilizer",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
338,483,E483,Stearyl tartrate,,Flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
339,484,E484,Stearyl citrate,,"Emulsifier, sequestrant",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
340,485,E485,Sodium stearoyl fumarate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
341,486,E486,Calcium stearoyl fumarate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
342,487,E487,Sodium laurylsulphate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
343,488,E488,Ethoxylated mono-and di-glycerides,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
344,489,E489,Methyl glucoside-coconut oil ester,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
345,491,E491,Sorbitan monostearate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
346,492,E492,Sorbitan tristearate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
347,493,E493,Sorbitan monolaurate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
348,494,E494,Sorbitan monooleate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
349,495,E495,Sorbitan monopalmitate,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
350,496,E496,Sorbitan trioleate,,"Stabilizer, Emulsifier, acidity regulator, raising agent",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
351,500,E500,Sodium carbonates,,"anticaking agent, acidity regluator, raising agent",1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
352,500(i),E500(i),Sodium carbonate,,"anticaking agent, acidity regulator, raising agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
353,500(ii),E500(ii),354. 500(iii),,Sodium hydrogen carbonate,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
355,501,E501,Potassium carbonates,,"acidity regulator, stabilizer",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
356,501(i),E501(i),Potassium carbonate,,"acidity regulator, stabilizer",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
357,501(ii),E501(ii),Potassium hydrogen carbonate,,"acidity regulator, stabilizer",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
358,503,E503,Ammonium carbonates,,"acidity regulator, raising agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
359,503(i),E503(i),Ammonium carbonate,,"acidity regulator, raising agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
360,503(ii),E503(ii),Ammonium hydrogen carbonate,,"acidity regulator, raising agent, acidity regulator, anticaking",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
361,504,E504,Magnesium carbonates,,"agent, colour retention agent, acidity regulator, anticaking",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
362,504(i),E504(i),Magnesium carbonate,,"agent, colour retention agent, acidity regulator, anticaking",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
363,504(ii),E504(ii),Magnesium hydrogen carbonate,,"agent, colour retention agent",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
364,505,E505,Ferrous carbonate,,acidity regulator,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
365,507,E507,Hydrochloric acid,,acidity regulator acid,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
366,508,E508,Potassium chloride,,gelling agent,1,LOW,GREEN,Forms gels; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
367,509,E509,Calcium chloride,,firming agent,1,LOW,GREEN,Maintains texture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
368,510,E510,Ammonium chloride,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
369,511,E511,Magnesium chloride,,"firming agent, Antioxidant, colour retention",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
370,512,E512,Stannous chloride,,Agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
371,513,E513,Sulphuric acid,,acidity regulator,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
372,514,E514,Sodium sulphates,,acidity regulator,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
374,516,E516,Calcium Sulphate,,,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
375,517,E517,Ammonium sulphate,,"Flour treatment agent, stabilizer",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
376,518,E518,Magnesium sulphate,,firming agent,1,LOW,GREEN,Maintains texture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
377,519,E519,Cupric sulphate,,"colour fixative, preservative",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
378,520,E520,Aluminium sulphate,,firming agent,1,LOW,GREEN,Maintains texture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
379,521,E521,Aluminium sodium Sulphate,,firming agent,1,LOW,GREEN,Maintains texture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
380,522,E522,Aluminium potassium Sulphate,,"Acidity regulator, stabilizer",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
381,523,E523,Aluminium ammonium Sulphate,,"Stabilizer, firming agent",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
382,524,E524,Sodium hydroxide,,acidity regulator,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
383,525,E525,Potassium hydroxide,,acidity regulator,1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
384,526,E526,Calcium hydroxide,,"acidity regulator, firming agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
385,527,E527,Ammonium hydroxide,,"acidity regulator, acidity regulator, colour",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
386,528,E528,Magnesium hydroxide,,"retention agent, acidity regulator, colour",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
387,529,E529,Calcium oxide,,retention agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
388,530,E530,Magnesium oxide,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
389,535,E535,Sodium ferrocyanide,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
390,536,E536,Potassium ferrocyanide,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
391,537,E537,Ferrous hexacyanomanganate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
392,538,E538,Calcium ferrocyanide,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
393,539,E539,Sodium thiosulphate,,"antioxidant, sequestrant",1,LOW,GREEN,Prevents oxidation; generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
394,541,E541,Sodium aluminium phosphate,,"acidity regulator, emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
395,541(i),E541(i),Sodium aluminium phosphate-acidic,,"acidity regulator, emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
396,541(ii),E541(ii),Sodium aluminium phosphate-basic,,"acidity regulator, emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
397,542,E542,398.,,,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
398,550,E550,Sodium silicates,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
399,550(i),E550(i),Sodium silicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
400,550(ii),E550(ii),Sodium metasilicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
401,551,E551,"Silicon dioxide, amorphous",,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
402,552,E552,Calcium silicate,,"anticaking agent, anticaking agent, dusting",1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
403,553,E553,Magnesium silicates,,"Powder, anticaking agent, dusting",1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
404,553(i),E553(i),Magnesium silicate,,"Powder, anticaking agent, dusting",1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
405,553(ii),E553(ii),Magnesium trisilicate,,"Powder, anticaking agent, dusting",1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
407,554,E554,Sodium aluminosilicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
408,555,E555,Potassium aluminium silicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
409,556,E556,Calcium aluminium silicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
410,557,E557,Zinc silicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
411,558,E558,Bentonite,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
412,559,E559,Aluminium silicate,,anticaking agent,1,LOW,GREEN,Prevents clumping; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
413,560,E560,Potassium silicate,,"anticaking agent, foam stabilizer, glazing agent",1,LOW,GREEN,Generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
414,570,E570,Fatty acids,,antifoaming agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
415,574,E574,Gluconic acid (D-),,"acidity regulator, raising agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
416,575,E575,Glucono delta-lactone,,"acidity regulator, raising agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
417,576,E576,Sodium gluconate,,Sequestrant,1,LOW,GREEN,Binds metal ions; generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
418,577,E577,Potassium gluconate,,Sequestrant,1,LOW,GREEN,Binds metal ions; generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
419,578,E578,Calcium gluconate,,"acidity regluator, firming agent",1,LOW,GREEN,Maintains texture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
420,579,E579,Ferrous gluconate,,Colour retention agent,3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
421,580,E580,Magnesium gluconate,,"acidity regulator, firming agent",1,LOW,GREEN,Controls pH; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
422,585,E585,Ferrous lactate,,"colour retention agent, colour retention agent",3,MEDIUM-HIGH,ORANGE,Artificial colour; potential hyperactivity risk in children (EFSA warning),YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
423,586,E586,4-Hexylresorcinol,,Antioxidant,1,LOW,GREEN,Prevents oxidation; generally safe at permitted levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
424,620,E620,Glutamic acid (L (+)-),,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
425,621,E621,Monosodium glutamate,मोनोसोडियम ग्लूटामेट (MSG),flavour enhancer,3,MEDIUM-HIGH,ORANGE,MSG - sensitivity reactions in some people; used to mask poor ingredient quality; common in Indian snacks,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
426,622,E622,Monopotassium glutamate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
427,623,E623,Calcium glutamate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
428,624,E624,Monoammonium glutamate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
429,625,E625,Magnesium glutamate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
